,loss
0,0.0062162425577317855
1,0.00621544905430243
2,0.0062173200660471115
3,0.006216469593642054
4,0.0062156851675899015
5,0.006216385549417587
6,0.006215330135928765
7,0.006215849631472912
8,0.006216923823878338
9,0.006218073582223902
10,0.006217609130917168
11,0.006215481476629558
12,0.006216614578152501
13,0.006216353482952384
14,0.006216556076642964
15,0.00621759723733453
16,0.006216456536773777
17,0.00621510591870425
18,0.006217914704110052
19,0.006217980036881531
20,0.0062174450958525935
21,0.006216246838102602
22,0.006215669533994728
23,0.00621611025085095
24,0.006216940134739021
25,0.00621570693029848
26,0.006217691241136746
27,0.006218045324581461
28,0.006217100689117473
29,0.006217879355953771
30,0.006216274368159927
31,0.006215602426331363
32,0.006216745183763286
33,0.006215751655306548
34,0.006217045559016308
35,0.006216259098165698
36,0.006215677527477794
37,0.006215494074101217
38,0.006215596267949129
39,0.006217314085561243
40,0.006216231372040743
41,0.006217472930872074
42,0.006215781628206763
43,0.006217688776402113
44,0.006215905637887857
45,0.006216708221643122
46,0.0062162929191426535
47,0.006215163156869094
48,0.006215783497297548
49,0.00621624700365592
50,0.0062158183470533935
51,0.006216666605342502
52,0.006215929220575838
53,0.006216914009484418
54,0.006216084342523142
55,0.006216959941428548
56,0.00621589030042469
57,0.006217235508087877
58,0.006217183163033803
59,0.00621608902419469
60,0.006216809962300536
61,0.006216483380208509
62,0.006217039976536498
63,0.006217436180473229
64,0.006215081161510647
65,0.006216558114251741
66,0.006217288229964168
67,0.006217776631189823
68,0.006216296704679158
69,0.006217207848186378
70,0.006215339421918904
71,0.006216838306578503
72,0.006216653002830629
73,0.006217700284843351
74,0.006215959092730387
75,0.006216347816934787
76,0.0062170800009832055
77,0.006215336303950179
78,0.006216767580012434
79,0.0062155705072216
80,0.0062162430893876585
81,0.006216334377852526
82,0.006216540112297767
83,0.006216248493337718
84,0.006217972586183838
85,0.006215459900535719
86,0.006217672462667239
87,0.006215845952744484
88,0.006216788318833566
89,0.006216938528460934
90,0.006217351832665152
91,0.006215333299527909
92,0.006216264202832786
93,0.006216237912982928
94,0.006216300423742046
95,0.006215885417810035
96,0.006216540620108512
97,0.006216954295152375
98,0.006216912066846316
99,0.006215484255076658
