,loss
0,0.0004682921122901448
1,0.0003042784742604571
2,0.0002888723513476413
3,0.00028180769144368597
4,0.0002776835965138308
5,0.0002749728983777967
6,0.0002730416718978244
7,0.0002715927545529604
8,0.00027046840688743786
9,0.00026957358926790856
10,0.0002688467624462636
11,0.00026309839314534215
12,0.0002626152920888995
13,0.0002623984053191449
14,0.0002622414260981052
15,0.0002621100110256467
16,0.00026199367828136334
17,0.0002618877552116609
18,0.000261789576162762
19,0.000261697479013876
20,0.00026161032973204056
21,0.00026173908501098825
22,0.00026166199244164666
23,0.00026163169996172304
24,0.0002616053432164684
25,0.000261581864064561
26,0.00026156053128261787
27,0.00026154089849405075
28,0.00026152259025062315
29,0.00026150527452331124
30,0.00026148880839741036
