,loss
0,0.0014958597455373408
1,0.0014718788430321482
2,0.0014733681476221659
3,0.001471168025804601
4,0.0014737174746416017
5,0.0014699463147739339
6,0.0014709621047453844
7,0.0014702715326430655
8,0.0014714551915056733
9,0.001472144974039538
10,0.0014729679628769882
11,0.0014727538144418907
12,0.0014732483471015234
13,0.0014673963083077547
14,0.0014722882836535193
15,0.0014714942473095342
16,0.0014747101244742243
17,0.0014725786986151302
18,0.0014722992724841434
19,0.0014719303516647392
20,0.0014734849388352096
21,0.0014719643586850707
22,0.0014734775583726796
23,0.0014694749834482032
24,0.0014697872898332038
25,0.0014693649992587024
26,0.0014724811816692433
27,0.0014713507841035334
28,0.001468992621264512
29,0.0014721199076823967
30,0.0014726101347073027
31,0.0014723107038124605
32,0.001471358166245028
33,0.0014687906641766715
34,0.0014719751154074583
35,0.001473801539939005
36,0.0014751794791734508
37,0.001472686384387626
38,0.0014747474365973043
39,0.0014742175536330785
40,0.001473784869815439
41,0.001470365283661586
42,0.0014741175808832012
43,0.0014729399368361683
44,0.0014718639053734259
45,0.0014729692129673946
46,0.0014739278641964614
47,0.0014737250935703498
48,0.0014693642889168986
49,0.0014749809161462202
50,0.0014713399873700307
51,0.0014701055483612962
52,0.001469360353364862
53,0.0014693678665653916
54,0.0014729992323139435
55,0.0014753283432533417
56,0.0014705186750680731
57,0.0014712975443963668
58,0.0014750280250076407
59,0.0014720238030984654
60,0.0014714065477890428
61,0.0014728293181409898
62,0.0014730316590299403
63,0.0014708936599498043
64,0.0014744189785755523
65,0.001472988907876433
66,0.0014698399710723745
67,0.0014746525151460776
68,0.0014713807847912222
69,0.0014708266936729805
70,0.001470877087077813
71,0.0014693723804236835
72,0.0014730943262914425
73,0.0014731060412350974
74,0.001473205751226983
75,0.0014728561571822974
76,0.001473406317020417
77,0.0014713955543785165
78,0.0014718583759828956
79,0.0014737429087831673
80,0.0014702250156985576
81,0.0014724672103219505
82,0.0014749338662993481
83,0.001473845150360623
84,0.0014727328720939331
85,0.0014745078856030068
86,0.0014713284907955715
87,0.001472720521538373
88,0.0014731903844377617
89,0.0014722067022049383
90,0.0014742489340077661
91,0.001471358980856267
92,0.0014699620543831434
93,0.001472933616428378
94,0.0014731838051301397
95,0.0014709523524869723
96,0.0014707886431250157
97,0.0014713086818659313
98,0.0014702805444187967
