,loss
0,0.0004283311939479571
1,0.00023928658571064067
2,0.00023676072415702786
3,0.00023521273589635817
4,0.00023397017518817913
5,0.0002330060468882151
6,0.000232210284692456
7,0.00023151850508309156
8,0.00023094211985729484
9,0.00023053441970129443
10,0.00023021193727528613
11,0.0002300002023647455
12,0.0002298113633333336
13,0.0002296290381572946
14,0.0002294510048028888
15,0.0002292785386278918
16,0.0002291137809836746
17,0.00022895994398493792
18,0.00022882272264371602
19,0.00022874467631575477
20,0.00022874166615533174
21,0.0002287409779202752
22,0.00022874085754636043
23,0.0002287407841585442
24,0.00022874076082299023
25,0.0002287407597317468
26,0.00022874072080188406
27,0.00022874072561555027
28,0.00022874070722591946
29,0.00022874070267429327
30,0.0002287406976757833
31,0.0002287406955898346
32,0.000228740693810475
