,loss
0,0.0005739972640726239
1,0.0005578988013888635
2,0.0005584125169113472
3,0.0005586813278738776
4,0.0005595922178925004
5,0.0005589258355587138
6,0.0005601930585370569
7,0.0005612525257451728
8,0.0005610531316712327
9,0.0005621007465708333
10,0.0005623138752388837
11,0.0005632559393102592
12,0.0005628773791313821
13,0.0005641096686422986
14,0.0005661639774776178
15,0.0005643426278145248
16,0.0005641556153433778
17,0.0005640343801788872
18,0.0005640374337855476
19,0.0005673242109934257
20,0.0005655032461587815
21,0.00056599815998712
22,0.0005648441469604705
23,0.0005669879781870851
24,0.0005670937940550418
25,0.000567791413371237
26,0.0005686915097292694
27,0.0005688659917045349
28,0.0005722746409494927
29,0.0005707068299788344
30,0.0005683322639119491
31,0.0005732686120490882
32,0.0005712155224327837
33,0.000569799299963548
34,0.0005720374355926279
35,0.0005755543430925527
36,0.000572703971142357
37,0.0005694358627195748
38,0.0005724011028602255
39,0.0005701861397118832
40,0.000575337841621294
41,0.0005747491395607357
42,0.000575197004927003
43,0.000575126061595795
44,0.000574888496182228
45,0.0005770381582173024
46,0.0005706069280016225
47,0.0005775544123941716
48,0.0005724762475263028
49,0.0005745214025120277
50,0.0005755034216793154
51,0.0005759947976591163
52,0.0005797960400946167
53,0.0005785298896470888
54,0.0005834498519001442
55,0.0005693222288451811
56,0.000573487094040038
57,0.0005753212468866109
58,0.0005838630390240231
59,0.0005729621423715305
60,0.0005823129945636266
61,0.0005761840830256436
62,0.0005874517454386195
63,0.0005791327754792638
64,0.000584150045817421
65,0.0005754193960109317
66,0.0005784835020668523
67,0.0005827115091311684
68,0.0005698413032923851
69,0.0005828516739331303
70,0.0005725260373533082
71,0.0005843127231821918
72,0.0005787474044804955
73,0.0005824969456994298
74,0.0005834341282298751
75,0.0005800065200899127
76,0.000575021602591742
77,0.0005801844080647561
78,0.0005817786605081546
79,0.0005821684395373826
80,0.0005800326095075894
81,0.0005770664913830832
82,0.0005834030526611883
83,0.0005855703622020365
84,0.0005859753812201029
85,0.000591346772517001
86,0.0005818583975676678
87,0.000575558487470098
88,0.0005756394110429247
89,0.0005811047393855901
90,0.0005832433248255997
91,0.000583383590248042
92,0.0005838057934993905
93,0.0005762952585311395
94,0.0005774283749768388
95,0.0005943229019998023
96,0.0005823169027622025
97,0.0005861016656249489
98,0.0005835887948453654
99,0.0005672043163168413
